soil_type,rainfall,humidity,temperature,crop,moisture_output
Sandy,98.77223897360315,71.83677978918922,44.173841700837066,Vegetables,57.35027632321131
Clay,42.77731337358623,90.6266943528184,30.540312941282938,Wheat,67.28051562153566
Silt,38.432664715968166,96.27136102463768,33.42558732957034,Wheat,57.66356631851875
Silt,67.96472826930699,37.413406308263035,22.09829348122522,Wheat,61.47015977345916
Loamy,21.825388786506416,40.83800288184039,29.504942553204113,Cotton,56.56675221859355
Silt,94.99611839502253,96.13153811481557,27.874484758749656,Maize,74.99234768161813
Loamy,78.6345014415552,81.55746598343548,17.24687526005951,Maize,78.82852900005433
Silt,8.94110023122595,91.80956773808411,18.184810606424016,Wheat,58.31834176999216
Sandy,41.75807757849284,44.18428438947402,40.12417558856323,Cotton,37.87617012673459
Silt,87.91183075621647,71.13101097765812,22.19459856619771,Cotton,74.21235350821092
Loamy,94.47320222914102,79.07977160922316,20.84874814495892,Wheat,78.47591924642897
Loamy,46.74015112498697,77.60783198128809,30.147343537504177,Vegetables,62.5867741307638
Clay,61.34113892107077,58.57061836066887,38.06241394087539,Vegetables,74.37847454930811
Sandy,16.70339460920752,31.077642418391594,16.858395557369636,Rice,48.30710450756188
Silt,99.11686261369765,70.80482397629842,32.304237589147675,Wheat,63.81444638084919
Clay,23.16717013834434,47.71710774257261,18.5763132852172,Rice,73.37574358287827
Silt,94.27317741351257,61.51779723000232,16.093831524768554,Vegetables,80.66362855332898
Silt,64.96466489923685,97.03067105586722,16.582318564866522,Vegetables,69.53905482267062
Clay,60.773679487885914,57.93247223497043,40.02492324625324,Wheat,64.2296107985558
Clay,51.26885110165086,88.78611246650988,18.539174508841846,Rice,84.44621100436991
Clay,23.06698117177587,43.19784240244758,16.35454093236876,Rice,79.64147954394912
Clay,17.652803200550828,77.07223486175201,28.13699661428737,Wheat,76.34832309561263
Clay,22.048620907017536,98.39048681072605,40.319804158260744,Rice,77.9475083892663
Silt,18.643826214425452,37.132517061105574,22.87225129467906,Sugarcane,66.50448026137246
Clay,77.95844735667534,30.58239595590344,27.651378525777492,Vegetables,79.5880036517005
Sandy,35.01252591667301,60.350795484283005,16.197675976912535,Maize,46.2527020404755
Loamy,5.784267656339637,36.48378381359571,28.472355424046278,Cotton,60.022080668398175
Clay,96.91026301408114,82.3869044773362,32.32839241911401,Rice,89.99418508017504
Clay,88.37858849634257,94.01840646939912,32.127211612564345,Rice,91.8245640515792
Silt,92.77522831952129,60.38146808961312,24.972800765230957,Cotton,67.87120311154148
Clay,99.49078226464353,48.10981495088087,24.465995419894064,Rice,92.20156832624761
Clay,17.38952492194873,60.40823233046268,18.198708568097935,Cotton,68.95657466317715
Clay,39.62420189026587,80.64134724950007,26.003949619388052,Wheat,73.84407895310719
Silt,75.82384757040913,30.63379131062597,17.98484006618894,Sugarcane,72.90733075116209
Clay,69.60206180537922,71.2617792639288,37.99787834136155,Sugarcane,78.76121120835185
Loamy,15.389590633985506,72.93041794211653,43.98822893244558,Vegetables,62.09794513936713
Silt,81.58331249906178,74.63817728271549,44.10223370000121,Maize,65.01935447362573
Loamy,22.444057183666068,46.941545598661406,40.95213298126181,Rice,56.453885450332855
Silt,22.38176148226231,79.98369063646888,33.023764480188575,Maize,49.69774163763056
Clay,53.69744228934136,36.39740404322435,36.0259709173164,Wheat,68.99352043413069
Loamy,59.293993484170315,43.94892355267606,23.556174080412422,Sugarcane,72.45074975433367
Silt,58.00862078378112,91.42290326581374,33.923112605178616,Wheat,56.421584814623756
Sandy,9.148683739775487,81.71062055085964,28.669486483196323,Wheat,41.43262769335106
Clay,87.74608626303804,30.96218878079417,29.460520193307975,Rice,83.83790729782783
Silt,26.560004258870606,47.386338225886014,37.73329681125474,Wheat,50.73257766487264
Sandy,12.951492128280417,45.00845380952152,23.457550667917552,Sugarcane,46.787925197137234
Silt,88.87480798689772,48.956442962588085,24.541188350835597,Maize,78.3837194389267
Sandy,95.56514982297534,47.32918391959205,42.7392537338591,Sugarcane,62.94712582982224
Clay,86.21276172654507,34.3768407019992,16.686728845529167,Rice,88.8930409773931
Loamy,80.95160747248781,62.12583616177742,29.56902895240021,Sugarcane,78.60864426064097
Sandy,65.52419806390218,81.29134323503156,42.384024012235855,Cotton,49.807442770671244
Silt,55.08573706091393,72.47122073022055,33.310890234544715,Maize,66.31603707871318
Clay,8.698675991141014,77.10101680186558,31.392212226363963,Cotton,64.19068232521529
Sandy,40.845321307069874,35.68044249753674,22.492325376880657,Cotton,46.36212619786897
Silt,37.2688517012314,96.60434971237511,25.29826467193345,Vegetables,59.15657805469476
Silt,25.97537837603262,88.69442836901175,40.561452474140786,Rice,64.80282718659927
Silt,72.3420113688585,86.35632229469638,31.776543953053743,Wheat,70.45513929244824
Sandy,49.58757350787708,87.60886635292373,30.442265812703397,Cotton,47.59651188302474
Sandy,8.104621590764793,95.2897355692933,17.987391406200867,Sugarcane,50.77631723179154
Sandy,22.018320194981133,68.09777762795883,15.480844693653694,Wheat,40.511661490190384
Loamy,68.32587636595959,44.019741250733816,43.91055566061147,Sugarcane,64.1424147852853
Sandy,7.613085949030019,73.17485254967788,26.309585018605247,Sugarcane,47.501302328988174
Sandy,85.12069140487687,82.00170455675573,33.09639186298513,Wheat,51.14757609906733
Sandy,49.51465270139743,81.65421753478178,17.391452195618548,Wheat,43.46678832719197
Loamy,48.0586577326648,66.5014316916816,35.493428571691396,Sugarcane,65.55495464852149
Sandy,59.24077846595176,34.792110353350466,42.97700126117883,Rice,45.1023708812114
Silt,82.46809659251491,55.97790569010895,32.26995758992259,Maize,72.7833250991958
Sandy,34.780920790219305,94.45366259243501,18.783459671262317,Vegetables,54.162082572751004
Silt,67.80161525590636,70.91142368301982,32.451645824204306,Maize,63.057960681435475
Silt,56.5731963995791,67.68323602789994,37.99041639313957,Rice,66.24700843990816
Silt,26.70282701694213,48.81974600675355,27.19249609722056,Vegetables,66.12521325543375
Loamy,87.8629986355158,55.79142439416052,41.39513243824403,Wheat,74.91371461103076
Loamy,79.74260216069281,92.67422624072185,34.460488600720936,Vegetables,71.78749433608533
Loamy,65.84518346584255,76.6524133268785,41.977467548676074,Sugarcane,79.55866705938517
Sandy,85.05817290942419,85.11709187266331,33.70515933742011,Maize,56.508651925676084
Silt,86.72942009598023,61.80417961473586,18.938639160144728,Vegetables,79.34276836290744
Loamy,70.83629767150347,74.11730536193105,24.290751333155676,Sugarcane,78.97522489553955
Loamy,83.7013328363672,47.386852612024526,21.053848447573706,Rice,88.59194328791465
Sandy,69.74714616692836,79.38225811984404,42.26479493150587,Vegetables,45.91011350821932
Loamy,68.01407717603004,59.93209335923361,37.81200201862448,Sugarcane,72.47517200863446
Sandy,61.86113782151843,60.97818603703219,35.29195106730018,Rice,61.46475973731243
Clay,75.27166395576413,75.4525627203817,24.02898958894865,Wheat,67.92785144552009
Loamy,15.86051052930737,95.53964350282486,20.521343161506405,Rice,73.83935648706971
Clay,88.08707591989284,34.48044426260346,37.69353263966735,Rice,80.28966821897278
Sandy,87.1843527745232,87.73202661429053,29.22473837637239,Maize,62.3659578561407
Silt,2.9247283034559146,50.46681772885351,21.773686564518876,Sugarcane,64.94908864127574
Loamy,82.58167505647627,61.07436181544645,33.498659344958256,Vegetables,78.72559248588725
Sandy,12.886986747344519,31.53393301425063,16.210015564153558,Maize,43.57278724863413
Silt,33.51188542591419,51.073225448401914,24.785107623847605,Cotton,60.07699008334556
Silt,74.35082562916078,65.18418698410913,29.05670983773404,Rice,73.45801776552337
Clay,16.07598960483082,33.93232541432073,19.438750023282175,Cotton,67.32666856303673
Sandy,81.79670241190622,64.37670105682156,44.53963432772519,Maize,58.2333944376734
Silt,83.21341779577419,94.89774402008992,21.272920937688426,Sugarcane,76.0980201884696
Loamy,50.746773376083624,37.37752526754637,18.910593901297965,Maize,67.7035216559616
Loamy,0.638587171683358,83.5108509652853,21.10604621660689,Sugarcane,67.2694388030491
Clay,28.703813317491278,58.67697373631948,38.07183399479173,Sugarcane,75.69157323467104
Silt,61.69269183757422,75.86216001670365,27.765169778155283,Wheat,67.21171513349965
Sandy,98.11861780274235,48.21656185896606,31.96247819257614,Rice,67.27404576639819
Loamy,63.18135270166684,41.16445837789508,15.630274709590822,Maize,78.73418391776364
Silt,25.98035810641598,41.23238299898585,16.032939257199438,Sugarcane,67.96961227312185
Silt,63.40057030996113,34.934436195020126,28.374766494810487,Maize,58.84115965022333
Clay,53.99853797158555,42.99526934308701,39.49965729604871,Maize,78.05480689929477
Loamy,77.98453951511436,76.49535694922778,41.55716636122696,Sugarcane,83.34119704504106
Loamy,10.698063882695841,91.71834282904555,17.601197027869205,Vegetables,68.84878820359465
Sandy,76.1027902502028,86.98879799138132,31.150893063030683,Cotton,48.16531871785171
Loamy,54.12665786761103,77.95940169121388,42.39689058837811,Rice,65.59971377675838
Sandy,96.29920038589947,37.730230438777184,26.639182631936592,Rice,63.81268646424519
Loamy,34.187216603868606,50.24312124071649,39.886974942851054,Vegetables,58.88691075133611
Clay,63.26218931339481,51.68648127257283,19.010869631983084,Wheat,68.03187943353943
Loamy,93.20281055100175,47.49698624783349,43.06183469003396,Vegetables,65.0748818311585
Sandy,10.250972799067926,66.05039617968062,37.54269952593908,Wheat,34.542511453349874
Sandy,93.72284872364511,67.48876704157708,43.24003178360705,Wheat,52.996084782859505
Clay,68.78857223008133,54.982018261977714,35.298517006575196,Vegetables,83.1949264253206
Loamy,6.78370591051719,54.76524111155052,25.90211795998281,Rice,68.98373377699785
Loamy,30.096356694681624,87.9988918534257,43.145435175741675,Cotton,60.46850731919932
Clay,70.81720886452815,85.250499382378,23.267003289275355,Rice,90.10813851272482
Loamy,6.73506014687717,51.54570821765219,24.965175661851976,Rice,67.96486808052835
Loamy,58.217046017627325,93.96519107112815,36.02425254005221,Rice,81.43037858460231
Sandy,34.588305695295674,96.69705119017543,37.95948898576159,Vegetables,47.49980899442888
Loamy,62.091551776747714,52.87197794210286,42.882104515474616,Vegetables,72.521865549978
Loamy,4.5742033812512854,54.80974641551384,21.144072271686284,Vegetables,66.67485263743318
Clay,87.15368061523763,65.39439073953712,38.939941056576714,Rice,85.20169289822107
Clay,97.3488969177397,95.87845687735715,37.156381601908905,Cotton,82.81458880938148
Silt,96.88778552856915,91.34236031996181,16.913836687607937,Wheat,82.53638452637978
Sandy,74.96518317429248,37.179757380851285,26.61669423630621,Maize,48.65863251151657
Loamy,13.008624013063198,57.49115202899914,23.48296371180296,Wheat,53.27288674625469
Loamy,75.82631959290225,68.73598328248403,24.13471273062091,Wheat,66.7369584692226
Silt,2.458691645880151,65.2192730786078,44.488406386641024,Maize,46.18527134559696
Loamy,2.2123551528997254,43.57041475558249,34.283322404397836,Rice,65.31277727870508
Sandy,32.36102191495412,90.11717398177083,36.53028473380499,Cotton,42.91084208797709
Silt,48.864319040466576,77.3858548097786,44.29852911945028,Cotton,60.744470567292225
Sandy,77.04074178077931,88.65358623962625,26.316053473729163,Wheat,53.402210583594396
Silt,68.32953766065052,90.11349955446306,39.055205053584174,Maize,65.02390914158134
Silt,44.590270637674834,82.38490975660179,28.03592889913486,Sugarcane,64.11844806089893
Clay,27.362666628166586,60.74474208748021,41.0860101544494,Rice,71.26172636096807
Sandy,99.71245001577111,72.73827285107973,20.419726239339095,Wheat,59.71458073756568
Loamy,42.6181302235973,41.22557842838202,43.43058531192839,Cotton,62.18033340988826
Loamy,45.13870243296755,77.15517922324354,21.563151252326392,Vegetables,74.21280106827854
Sandy,16.362382119166917,42.54772790174965,24.786615209427946,Vegetables,41.60552774638791
Loamy,79.48095487499293,78.57647133571098,37.68576702320341,Maize,66.41766377630778
Loamy,69.36822257814886,46.07187125277781,26.8126542469622,Maize,77.28993270471028
Sandy,22.07696127887604,38.2285910105154,33.2463413029934,Wheat,37.339127270738615
Silt,8.238104561584269,41.56991431000702,28.337205032082856,Sugarcane,58.20166428316218
Sandy,68.0499302074713,30.13944946533492,37.27109811269345,Cotton,53.945076883275
Silt,65.45112142811352,80.31177324974712,21.849937571058327,Wheat,73.60753097225967
Loamy,27.32595269982093,81.26807343408655,16.75373961710631,Sugarcane,76.29812199232461
Loamy,95.08635622504103,66.04533449392815,23.997881924191987,Maize,79.91091118028929
Loamy,15.105789178090024,41.29539607387686,29.229259946052906,Vegetables,60.82369171501905
Clay,43.23348010426019,35.84880362574828,20.040601565780356,Rice,79.91996840230206
Silt,94.36159201675989,31.33902765061009,25.64391868969166,Vegetables,73.84757919078865
Clay,41.97273169261223,41.60237238756545,26.999490548807056,Cotton,78.51194519155756
Clay,63.85259476640856,92.35988744882027,16.721755310648206,Cotton,94.85631151878333
Sandy,39.75943979627943,46.907578919117725,32.499217445526135,Vegetables,46.844184644527566
Clay,27.421520234867003,54.7989929052051,41.53030283913863,Vegetables,55.238732125534156
Sandy,98.39776479598282,37.37418391369332,19.552287388591573,Sugarcane,58.29256276752983
Sandy,40.9334006315043,45.56529133237192,32.93424040204542,Wheat,51.42042154828326
Clay,89.40992036791344,66.34571995461437,34.942176147325384,Maize,84.12716636612524
Silt,22.995460589108617,72.54268781669568,27.58004041257865,Sugarcane,66.20958121194269
Silt,21.31047040250833,47.17466199163478,36.0329276209281,Rice,59.83549243636291
Silt,3.113408288451136,34.0412511457582,27.32194630473036,Vegetables,47.38511258471702
Silt,65.1666825375885,57.37230083891791,30.139118639323048,Rice,80.61777977334009
Silt,36.852634372376116,46.39423596484339,15.22059133663281,Rice,65.82772181259928
Clay,86.4358249839637,45.368774626086136,35.75160342404067,Sugarcane,85.24512051488055
Clay,47.32099066915572,97.19039618994186,34.84028036834174,Maize,68.72764479355209
Loamy,96.81934279147217,73.14103401480068,16.152026319790338,Cotton,81.255620639696
Silt,18.552551570312115,68.98149102204671,26.047503221853994,Wheat,62.25919410197572
Clay,86.86231679556109,59.104257246632535,44.37095522375002,Cotton,74.22313165431649
Loamy,77.65968527917417,60.0261033401101,27.622096877058503,Maize,72.90566894989816
Silt,77.0921844644052,67.86335026866566,30.05836215395525,Cotton,68.74044461530444
Sandy,84.47832281168877,78.75008649252752,42.29790474479155,Vegetables,47.9012873259784
Loamy,76.10239909429988,79.15022673272806,36.51785627597269,Vegetables,67.05941107411091
Clay,62.62203216314154,42.01857353938147,32.46210393372671,Sugarcane,81.05881501991809
Sandy,13.124487768238758,65.00789264536388,38.93414044023218,Rice,42.834395058025486
Sandy,3.2526179491251916,58.837066652387136,40.930987993679196,Maize,39.287357659867276
Sandy,92.08478478156869,90.93688763885689,28.706642152118008,Maize,65.98956816031756
Loamy,61.665031452073805,74.19932448528635,29.25325094795506,Cotton,77.4701764995342
Clay,79.65372909761763,67.27528464911873,26.581528069555073,Sugarcane,77.07877444068717
Sandy,48.152235151255006,38.07762495252422,44.001184200553816,Cotton,37.248707824067786
Silt,11.730818896239448,72.39465225263879,35.91498762871051,Cotton,56.999059251117636
Sandy,12.518579220255043,38.20427339761634,17.49669198624217,Maize,45.34014394745826
Sandy,68.55652872289714,53.60446028960264,40.88878869939055,Cotton,58.55230308470397
Loamy,43.030589489946266,39.99893753700323,29.416798225088044,Rice,66.74290451799776
Loamy,20.052472670033673,78.44515529170582,17.062617192674622,Cotton,73.07706691264542
Clay,49.15945467414369,44.43764796853068,31.491517654899333,Rice,79.18957348540471
Silt,6.420893707513409,57.43015612316182,27.51492836927106,Maize,47.0715365097202
Loamy,58.19714019143988,92.6972344333145,41.33248214587874,Sugarcane,71.27033065422283
Sandy,26.899340443509768,44.30214683792792,21.11983810828162,Vegetables,47.286771401626886
Clay,79.75591006371882,65.54635447711453,39.79393828476549,Rice,74.54580243354424
Sandy,31.036195892357377,59.349016281621545,31.730660735563582,Sugarcane,37.753412561106316
Sandy,45.52201490818012,31.26868287320108,16.638309096404072,Sugarcane,43.9335656468517
Loamy,1.1620539908100636,85.4930679500969,44.15535903976454,Rice,64.33077815666404
Clay,7.244688779455888,34.83321344202198,30.378457323095997,Maize,59.89538560949738
Silt,39.24935564066848,63.19785146838675,23.726305626947475,Wheat,58.451986100320035
Silt,47.99388347171235,69.2474806457265,29.082205259677743,Sugarcane,65.37075400518317
Loamy,60.00205481193037,73.9898519630211,40.73573350552467,Sugarcane,65.55806404874109
Loamy,29.166257870930323,78.20421405155129,24.147093731551905,Maize,65.62752894567508
Clay,69.49818861265426,47.72906684659006,20.78029189460101,Maize,69.83646659845039
Silt,86.01223971892045,30.698514366091455,18.872137407926445,Cotton,76.04886385480984
Silt,77.98509888933498,80.64105636484385,23.93578195170634,Maize,81.44203943222556
Silt,3.9618825348357145,67.49596195433051,38.401442611201304,Sugarcane,44.89122135209394
Sandy,48.0506947257829,88.52823922450742,29.14879095585785,Rice,54.872677284229525
Silt,10.493017841817487,87.4971854030486,21.8244481108062,Wheat,56.78093052225252
Sandy,24.204501586252746,89.03283174515182,19.985549988292476,Cotton,47.37609596219286
Clay,98.66625932671465,63.95662619856781,24.981884295311374,Rice,96.14200131847831
Sandy,14.249554290151323,53.3539877085806,43.19773118657126,Wheat,32.39493636194729
Clay,49.888815345135605,85.40907418139591,25.29080137770073,Wheat,74.99017276020005
Silt,61.81557343181191,61.590587912047845,44.64372227863906,Wheat,74.52433161298238
Silt,70.2464970544104,42.840953748240416,29.556913672960686,Vegetables,66.4098561457914
Clay,55.96486834869141,89.8481813693032,20.374917548704527,Rice,95.39651584355425
Loamy,0.9770847419183659,91.77919137406431,41.73420275380528,Cotton,59.86301354659268
Clay,32.64613082439919,62.64168292981191,28.810661194044805,Cotton,66.88165113426835
Loamy,51.771164338471145,35.29898091168512,36.290140305135736,Wheat,58.893418931444884
Sandy,8.786649914483336,57.14782629418519,44.51134749627455,Rice,41.58234538843429
Sandy,35.06269312091808,86.24763616238224,16.50526050959922,Vegetables,47.55335846380929
Sandy,3.3203108791366565,93.124181998236,17.900836793627015,Wheat,39.78689950558432
Silt,7.857849715502074,44.24309197483171,36.613702243882685,Maize,49.39646546228988
Sandy,39.69232762015961,34.68815284176901,23.45475009886416,Cotton,46.33757348818572
Loamy,13.271575404306034,91.41453171929871,20.529041908502972,Sugarcane,80.26704173894541
Sandy,56.75408482615582,57.25834572852127,16.180856394591885,Wheat,49.29762248571441
Clay,68.94649691372658,67.92326749872943,15.655401359586055,Maize,84.69259595663301
Clay,80.05866991090829,97.76460684355312,38.23456809359372,Cotton,71.67833500554859
Silt,20.01502442448101,34.6595309539956,19.033002821086498,Vegetables,64.5605003384064
Clay,16.748258225906977,75.38226052164669,29.031618479134526,Rice,66.06997927897093
Loamy,10.456784033440025,35.187379580240695,33.17690445538449,Cotton,60.1489557886039
Sandy,63.64302495436367,56.28282499265502,27.850554017065388,Rice,57.097096518609604
Silt,70.64757264869012,86.26701816354128,15.813199570086994,Rice,79.90899176136712
Sandy,3.1586144825642037,60.34305629289441,38.50504507763726,Vegetables,36.11319141291695
Sandy,93.62122462436898,99.80276477320653,15.315396736249605,Vegetables,60.103639259359085
Loamy,5.1971283651472415,69.13414994626216,37.85669683132452,Wheat,49.854479068914294
Clay,54.12963353010704,52.48135068451674,41.79913481364368,Wheat,72.2169221105749
Clay,70.90605194509165,45.40779281333272,27.985197631715167,Cotton,75.88611428174399
Sandy,87.09691237460856,54.53643740003133,31.066274192933946,Vegetables,54.515360281138356
Silt,71.40869321324278,56.07732916316856,29.309501778529615,Maize,69.81361077858682
Clay,80.17280830697918,34.809957440677266,26.676258558703164,Cotton,77.51923125395888
Silt,33.94501925428061,55.87019395987412,41.62273606111081,Sugarcane,56.42454467881089
Clay,81.48251137465122,62.49669638174574,41.818005320099715,Rice,94.80575144628781
Silt,8.011484638467515,80.59164265671632,25.074490939246036,Rice,68.34289580410686
Loamy,89.48166560605276,75.97106393051256,33.452092620440936,Wheat,75.5931545949273
Silt,54.75923761537362,79.6135958660408,42.80722686437592,Maize,60.00298253929632
Loamy,81.72977699624937,30.585457731379996,43.86175496824055,Vegetables,73.50977312788665
Loamy,45.23182845183001,45.23671797063752,30.268771212661427,Vegetables,63.05156677500085
Silt,64.35776951965249,76.31790018798995,28.5847441585298,Wheat,62.06904697032424
Loamy,52.640266093611324,63.8792557725823,23.360829477855773,Sugarcane,83.87435813132566
Sandy,73.15895217553319,30.371943296784217,43.7661561957123,Cotton,45.19251378642491
Loamy,8.162998203058958,86.31462497022756,19.28442913418602,Cotton,61.161987463803186
Clay,6.03520839905638,84.09667013032362,32.39488728143175,Maize,66.4266709986125
Silt,24.710323401014644,68.38934140954939,23.476508025559166,Wheat,63.488979182732
Sandy,15.954468011318834,34.65243280433905,23.3702487104339,Wheat,42.25133453934347
Silt,87.17835665922017,83.65605346728093,27.149057621285653,Sugarcane,83.02787070761869
Clay,21.92139873580443,70.85995114119547,44.96378807446963,Cotton,57.233358925242136
Clay,97.58652558191314,84.73719840105714,16.648989205194663,Wheat,92.24207400330417
Clay,33.68957917711069,82.62228946770884,32.356254546105944,Vegetables,71.89797453810552
Loamy,18.211791568869927,86.21014503704859,17.477164741058317,Maize,68.96572722868072
Loamy,78.96985071424791,66.26056464832374,19.63562489971557,Cotton,83.0768116059912
Silt,65.87077755008761,39.82271627354605,28.18688825318696,Sugarcane,72.71398902777248
Silt,49.8195716453139,76.98102313657822,30.31380394039324,Maize,66.82313786537604
Sandy,55.53635509376312,73.43316495363794,22.76377225093572,Rice,49.20147242310094
Sandy,71.92017782722638,81.9577231039361,24.493713926232488,Vegetables,57.504184421067706
Silt,22.845474133129873,41.891670423551474,17.60901060767799,Sugarcane,60.05218174882521
Loamy,99.63339160567419,43.648263993020244,24.096593515327516,Maize,82.11775318782541
